ID_Equipo,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision,Tipo_Mantenimiento,Quincena,Costo_Mantenimiento,Temperatura_C,Vibracion_mm_s,Horas_Operativas,horas_hasta_correctivo
10,2,0,3,275.0,531.0,0,1,686025.0,99.77595351130758,9.96779538396919,66.89491525423729,464.1050847457627
10,2,0,3,275.0,531.0,0,2,852583.0,99.88030121311684,9.867900966526008,79.40764331210191,451.5923566878981
10,2,0,3,275.0,531.0,0,3,24774.0,99.06074022626473,8.804222486517238,78.0,453.0
10,2,0,3,275.0,531.0,1,1,257713.0,99.71573851948412,9.985078263321032,253.1611374407583,277.8388625592417
10,2,0,3,275.0,531.0,1,2,252374.0,99.8142717633947,9.964067981794337,259.44717444717446,271.55282555282554
10,2,0,3,275.0,531.0,1,3,10866.0,99.10759219056916,9.301957172013156,179.05555555555554,351.94444444444446
11,0,1,0,79.0,505.0,0,1,698226.0,99.6805952394165,9.942469683800558,77.20576131687243,427.79423868312756
11,0,1,0,79.0,505.0,0,2,903481.0,99.91614535549904,9.992370329602148,69.93769470404985,435.0623052959502
11,0,1,0,79.0,505.0,0,3,30250.0,93.88816235629062,9.8166383477869,99.45454545454545,405.54545454545456
11,0,1,0,79.0,505.0,1,1,292160.0,99.6145357964564,9.997725774534905,301.03966597077243,203.96033402922757
11,0,1,0,79.0,505.0,1,2,230526.0,99.87412456506658,9.974450243664148,297.5204081632653,207.4795918367347
11,0,1,0,79.0,505.0,1,3,9533.0,97.66470593474796,8.3166476697389,349.94117647058823,155.05882352941177
11,2,0,3,275.0,531.0,1,1,840.0,66.57603971135947,6.93113558293529,459.0,72.0
12,0,1,0,79.0,505.0,1,1,214.0,28.78245229014964,1.8069228928340288,224.0,281.0
12,2,0,5,305.0,544.0,0,1,798866.0,99.95148962430083,9.94277645313421,81.90384615384616,462.09615384615387
12,2,0,5,305.0,544.0,0,2,800183.0,99.7320397197592,9.994099382866803,78.98220640569394,465.01779359430606
12,2,0,5,305.0,544.0,0,3,26188.0,85.75438909291643,9.019067167854452,87.11111111111111,456.8888888888889
12,2,0,5,305.0,544.0,1,1,254193.0,99.8911899602122,9.999364888574751,382.53362255965294,161.46637744034706
12,2,0,5,305.0,544.0,1,2,218087.0,99.9263413863515,9.990774579558092,403.83101851851853,140.1689814814815
12,2,0,5,305.0,544.0,1,3,10527.0,95.46523675224664,9.953522423010975,394.2631578947368,149.73684210526315
13,2,0,5,305.0,544.0,1,1,6500.0,98.55292144671404,9.401830267733274,342.95,201.05
13,2,0,5,305.0,544.0,1,2,4875.0,98.57557738840237,9.393564991031864,435.6666666666667,108.33333333333333
13,2,0,5,305.0,544.0,1,3,325.0,54.25671255334992,0.2531318617038014,530.0,14.0
13,3,1,1,237.0,953.0,0,1,1287893.0,99.76391312605412,9.98454455931596,135.04597701149424,817.9540229885057
13,3,1,1,237.0,953.0,0,2,1327433.0,99.85309274245512,9.989067555887363,147.52702702702703,805.472972972973
13,3,1,1,237.0,953.0,0,3,58092.0,99.60643709362408,8.433158799652112,108.73684210526316,844.2631578947369
13,3,1,1,237.0,953.0,1,1,149774.0,99.86389483832144,9.999243345671449,432.0377358490566,520.9622641509434
13,3,1,1,237.0,953.0,1,2,153878.0,99.97265067646264,9.998153698621897,379.88235294117646,573.1176470588235
13,3,1,1,237.0,953.0,1,3,4433.0,96.88041242369908,4.78966756027301,419.5,533.5
14,1,1,0,211.0,806.0,0,1,958393.0,99.82658338394428,9.994109980788169,125.41133004926108,680.5886699507389
14,1,1,0,211.0,806.0,0,2,1045022.0,99.662211276397,9.997134745360096,134.67741935483872,671.3225806451613
14,1,1,0,211.0,806.0,0,3,32044.0,98.68275224396862,9.685088859259544,122.66666666666667,683.3333333333334
14,1,1,0,211.0,806.0,1,1,193252.0,99.81709124148308,9.977028380906502,467.9213114754098,338.0786885245902
14,1,1,0,211.0,806.0,1,2,163703.0,98.85162554798195,9.988895963494942,467.5373665480427,338.4626334519573
14,1,1,0,211.0,806.0,1,3,7162.0,86.3328903791989,9.442817207002731,376.0769230769231,429.9230769230769
14,3,1,1,237.0,953.0,0,1,13060.0,99.44717364464424,9.59490415779512,758.3,194.7
15,1,1,0,211.0,806.0,0,1,3377.0,88.64101711999547,3.548232560301309,536.0,270.0
15,2,0,2,283.0,891.0,0,1,1127101.0,99.66288894908986,9.982573918736849,107.86397984886649,783.1360201511335
15,2,0,2,283.0,891.0,0,2,1287464.0,99.98596444399176,9.953169025432492,110.6946386946387,780.3053613053613
15,2,0,2,283.0,891.0,0,3,38990.0,95.46941138781708,9.921476496551527,103.0,788.0
15,2,0,2,283.0,891.0,1,1,170304.0,98.9824831334044,9.937544168090946,355.4738461538462,535.5261538461539
15,2,0,2,283.0,891.0,1,2,150630.0,99.68930948589627,9.976953409674648,327.58947368421053,563.4105263157895
15,2,0,2,283.0,891.0,1,3,7214.0,91.39939840897232,8.153360318028964,346.53846153846155,544.4615384615385
16,1,3,6,457.0,802.0,0,1,907235.0,99.86636222601224,9.989294148403657,99.20053475935829,702.7994652406417
16,1,3,6,457.0,802.0,0,2,954667.0,99.91761748458894,9.99453755607339,94.70418848167539,707.2958115183246
16,1,3,6,457.0,802.0,0,3,39845.0,91.65140263836884,9.759927323907116,80.14285714285714,721.8571428571429
16,1,3,6,457.0,802.0,1,1,186597.0,99.56353215464992,9.884480915598228,324.62048192771084,477.37951807228916
16,1,3,6,457.0,802.0,1,2,187452.0,99.71307919082308,9.995803792379558,326.9452887537994,475.0547112462006
16,1,3,6,457.0,802.0,1,3,7894.0,90.47313443808603,9.55507517811558,395.0,407.0
16,2,0,2,283.0,891.0,0,1,33990.0,95.73534014752715,8.56442135356535,787.9333333333333,103.06666666666666
16,2,0,2,283.0,891.0,0,2,4532.0,47.77106928623389,5.722422273102161,831.5,59.5
17,1,3,6,457.0,802.0,0,1,31308.0,97.42287771090136,9.461464404292984,655.1666666666666,146.83333333333334
17,2,2,9,467.0,762.0,0,1,868834.0,99.3191861082697,9.972266947472606,86.76524390243902,675.234756097561
17,2,2,9,467.0,762.0,0,2,993425.0,99.7842342285942,9.958448382028148,107.86849315068493,654.1315068493151
17,2,2,9,467.0,762.0,0,3,37284.0,99.35599091332494,9.28801909158632,81.61538461538461,680.3846153846154
17,2,2,9,467.0,762.0,1,1,220494.0,98.90302144577696,9.976376452330143,381.62631578947367,380.37368421052633
17,2,2,9,467.0,762.0,1,2,185666.0,99.91316738647456,9.956035487880884,394.7413793103448,367.2586206896552
17,2,2,9,467.0,762.0,1,3,8308.0,99.22496221461056,8.6270611968637,340.3333333333333,421.6666666666667
18,2,2,8,446.0,921.0,0,1,1260089.0,99.57600603562535,9.965745091504765,109.2860465116279,811.7139534883721
18,2,2,8,446.0,921.0,0,2,1075436.0,99.63821096737033,9.98064534643311,108.25388601036269,812.7461139896373
18,2,2,8,446.0,921.0,0,3,52784.0,99.1908133537156,9.970024867752768,100.44444444444444,820.5555555555555
18,2,2,8,446.0,921.0,1,1,133566.0,99.95707094090494,9.828013396247805,432.45487364620936,488.54512635379064
18,2,2,8,446.0,921.0,1,2,158548.0,99.95210011791808,9.990470650692664,457.38198757763973,463.61801242236027
18,2,2,8,446.0,921.0,1,3,4537.0,99.93495655074815,9.98169575511794,571.0,350.0
18,2,2,9,467.0,762.0,1,1,8925.0,99.9952303555768,9.688752339246925,628.0666666666667,133.93333333333334
18,2,2,9,467.0,762.0,1,2,3570.0,98.20472653269836,9.155657490336548,738.0,24.0
19,2,1,3,428.0,542.0,0,1,583480.0,99.77231162720624,9.999861261438792,84.66115702479338,457.3388429752066
19,2,1,3,428.0,542.0,0,2,764323.0,99.57594378980698,9.977294038268958,66.96389891696751,475.03610108303246
19,2,1,3,428.0,542.0,0,3,28257.0,99.456301214801,8.26225419893108,82.0,460.0
19,2,1,3,428.0,542.0,1,1,268543.0,99.86958442086087,9.98900527801634,332.76889848812095,209.23110151187905
19,2,1,3,428.0,542.0,1,2,251287.0,99.90894335598205,9.99781298168658,365.1247113163972,176.87528868360278
19,2,1,3,428.0,542.0,1,3,9432.0,92.5824193741077,9.836174901569398,363.88235294117646,178.11764705882354
19,2,2,8,446.0,921.0,0,1,64530.0,95.5567602464788,9.160898189409156,421.93333333333334,499.06666666666666
19,2,2,8,446.0,921.0,0,2,17208.0,99.45118996413332,9.648956170044563,553.25,367.75
20,2,1,3,428.0,542.0,0,1,2131.0,46.8218878106333,6.6484142654719856,620.0,-78.0
20,2,1,6,453.0,842.0,0,1,1122604.0,99.64003072794824,9.999880680308369,105.76708860759494,736.2329113924051
20,2,1,6,453.0,842.0,0,2,1102101.0,99.95648851266034,9.956177972898775,112.34771573604061,729.6522842639594
20,2,1,6,453.0,842.0,0,3,41324.0,96.99265072565068,8.422181680252574,61.733333333333334,780.2666666666667
20,2,1,6,453.0,842.0,1,1,174439.0,99.92781497276476,9.976539266184968,254.53353658536585,587.4664634146342
20,2,1,6,453.0,842.0,1,2,159316.0,99.6108157889215,9.927198121756971,292.2163009404389,549.7836990595612
20,2,1,6,453.0,842.0,1,3,7253.0,95.54993046235133,9.960243274075488,269.38461538461536,572.6153846153846
21,0,1,9,400.0,862.0,0,1,1024251.0,99.26212150812634,9.994512087299285,117.61988304093568,744.3801169590644
21,0,1,9,400.0,862.0,0,2,975864.0,99.99699517231332,9.993138823229652,126.23123123123123,735.7687687687687
21,0,1,9,400.0,862.0,0,3,30404.0,94.03413010213583,9.954066000763104,127.1,734.9
21,0,1,9,400.0,862.0,1,1,187091.0,99.34690716651144,9.978201317283093,428.02486187845307,433.97513812154693
21,0,1,9,400.0,862.0,1,2,191893.0,99.89257046781032,9.975421636542936,428.9672131147541,433.0327868852459
21,0,1,9,400.0,862.0,1,3,8150.0,98.755331888018,9.846432614875424,403.94117647058823,458.05882352941177
21,2,1,6,453.0,842.0,0,1,51918.0,88.27210595988402,9.523240315608549,498.6470588235294,343.3529411764706
21,2,1,6,453.0,842.0,0,2,45810.0,99.47637045997604,9.934827101738472,643.3333333333334,198.66666666666666
21,2,1,6,453.0,842.0,0,3,3054.0,75.75562415772114,4.89669399350233,746.0,96.0
22,0,1,9,400.0,862.0,1,1,700.0,95.75474685122477,6.4053407157938524,407.2,454.8
22,2,2,4,164.0,672.0,0,1,983953.0,99.73504557239345,9.922915669061917,94.27882037533512,577.7211796246648
22,2,2,4,164.0,672.0,0,2,939077.0,99.97960606938582,9.988123246647891,113.74931129476585,558.2506887052342
22,2,2,4,164.0,672.0,0,3,40438.0,93.3506782711987,9.90770964558226,97.5,574.5
22,2,2,4,164.0,672.0,1,1,192752.0,99.79000130162328,9.979362247295958,339.3411078717201,332.6588921282799
22,2,2,4,164.0,672.0,1,2,210948.0,99.80748019204496,9.947087365795204,343.18465909090907,328.81534090909093
22,2,2,4,164.0,672.0,1,3,7147.0,88.98814295343104,9.23564667457111,410.4166666666667,261.5833333333333
23,0,1,4,398.0,573.0,0,1,726567.0,99.60660688046802,9.995227358909627,95.88593155893535,477.11406844106466
23,0,1,4,398.0,573.0,0,2,773428.0,99.27471295935412,9.99218668994624,60.96442687747036,512.0355731225296
23,0,1,4,398.0,573.0,0,3,29487.0,89.25973659355944,9.53548452807332,69.81818181818181,503.1818181818182
23,0,1,4,398.0,573.0,1,1,223086.0,99.76089332065006,9.933434174109191,367.96674057649665,205.03325942350332
23,0,1,4,398.0,573.0,1,2,225628.0,99.99529750400838,9.980169226153016,366.80652173913046,206.19347826086957
23,0,1,4,398.0,573.0,1,3,9581.0,88.18819327560263,9.509410088530425,321.52941176470586,251.47058823529412
23,2,2,4,164.0,672.0,1,1,812.0,80.50246765168538,6.04783472706544,245.0,427.0
24,0,1,4,398.0,573.0,1,1,5350.0,93.08039138531652,9.942778805489963,556.1,16.9
24,2,2,0,485.0,978.0,0,1,1281138.0,99.90526261491476,9.971329017107507,103.09053497942386,874.9094650205761
24,2,2,0,485.0,978.0,0,2,1222732.0,99.57994829637587,9.99906401079886,115.80549199084668,862.1945080091533
24,2,2,0,485.0,978.0,0,3,42411.0,99.71455313776951,9.031715541882496,67.05555555555556,910.9444444444445
24,2,2,0,485.0,978.0,1,1,116234.0,99.86498581033464,9.992247978558789,419.5111111111111,558.4888888888889
24,2,2,0,485.0,978.0,1,2,134540.0,99.78297811286482,9.993905250810398,308.8953068592058,669.1046931407942
24,2,2,0,485.0,978.0,1,3,5431.0,94.87499706915744,9.825014562715417,306.3,671.7
25,0,1,4,249.0,585.0,0,1,835631.0,99.97438994893284,9.985987890677936,81.61279461279462,503.38720538720537
25,0,1,4,249.0,585.0,0,2,812333.0,99.96553318416083,9.983374467301545,68.4006734006734,516.5993265993266
25,0,1,4,249.0,585.0,0,3,25298.0,83.82615394148533,9.97368479333248,75.0,510.0
25,0,1,4,249.0,585.0,1,1,238903.0,99.44741401188826,9.999893664655556,286.88729016786573,298.11270983213427
25,0,1,4,249.0,585.0,1,2,219920.0,99.96939426778152,9.9961333566533,283.5769230769231,301.4230769230769
25,0,1,4,249.0,585.0,1,3,10295.0,96.8797198825344,9.18851915707475,247.22222222222223,337.77777777777777
25,2,2,0,485.0,978.0,0,1,5580.0,94.63098037596936,9.948596163068643,551.3333333333334,426.6666666666667
26,0,1,4,249.0,585.0,1,1,7530.0,91.13714884331326,9.962401139765324,665.6,-80.6
26,0,1,4,249.0,585.0,1,2,4016.0,90.12871036474544,9.942027794102671,789.625,-204.625
26,2,1,8,62.0,549.0,0,1,859005.0,99.84019358514269,9.989375254840514,76.98884758364312,472.0111524163569
26,2,1,8,62.0,549.0,0,2,795101.0,99.75125409455272,9.895003545031887,73.92337164750958,475.07662835249045
26,2,1,8,62.0,549.0,0,3,38407.0,94.74973575155737,9.85341153121056,49.5,499.5
26,2,1,8,62.0,549.0,1,1,218466.0,99.906154101638,9.976115859457712,327.10502283105023,221.89497716894977
26,2,1,8,62.0,549.0,1,2,223707.0,99.49656217997402,9.998119181072674,355.0179372197309,193.98206278026905
26,2,1,8,62.0,549.0,1,3,6287.0,96.00833101056052,9.787221564562223,484.5625,64.4375
27,2,1,8,62.0,549.0,1,1,3530.0,98.16581317251196,8.561848078932096,73.4,475.6
27,3,0,5,73.0,820.0,0,1,942671.0,99.99571429274816,9.900093756523216,96.89910979228486,723.1008902077151
27,3,0,5,73.0,820.0,0,2,851655.0,99.39454694000452,9.954076031845258,96.94444444444444,723.0555555555555
27,3,0,5,73.0,820.0,0,3,35073.0,95.63966648066922,9.90475493136956,118.85714285714286,701.1428571428571
27,3,0,5,73.0,820.0,1,1,232275.0,99.449150820466,9.985468318791002,442.15817694369974,377.84182305630026
27,3,0,5,73.0,820.0,1,2,216920.0,99.99705083041052,9.950437481966503,440.9676549865229,379.0323450134771
27,3,0,5,73.0,820.0,1,3,7928.0,94.415932173027,9.244245885963402,521.4285714285714,298.57142857142856
28,0,3,1,164.0,584.0,0,1,920326.0,99.83826840771071,9.979530995549815,102.23561643835616,481.76438356164385
28,0,3,1,164.0,584.0,0,2,942184.0,99.7690574447504,9.918567251581427,83.4608938547486,500.5391061452514
28,0,3,1,164.0,584.0,0,3,40171.0,95.3637159943312,9.26854156408228,98.875,485.125
28,0,3,1,164.0,584.0,1,1,166089.0,99.69870710590688,9.991472129241796,283.6482558139535,300.3517441860465
28,0,3,1,164.0,584.0,1,2,193580.0,99.97678948254172,9.956405231790963,295.90168539325845,288.09831460674155
28,0,3,1,164.0,584.0,1,3,4775.0,96.707255369978,9.56618227139144,263.25,320.75
28,3,0,5,73.0,820.0,0,1,29370.0,98.75003328795812,7.95636015533641,517.8181818181819,302.1818181818182
29,0,3,1,164.0,584.0,0,1,18984.0,91.83092153374794,9.834849678558044,659.6666666666666,-75.66666666666667
29,0,3,1,164.0,584.0,0,2,13560.0,96.90426090439092,9.554298385551704,741.4666666666667,-157.46666666666667
29,0,3,1,164.0,584.0,0,3,904.0,62.14975835179752,4.453413679452535,846.0,-262.0
29,2,1,4,453.0,948.0,0,1,979987.0,99.96232503475726,9.939607819011568,135.14503816793894,812.8549618320611
29,2,1,4,453.0,948.0,0,2,1230862.0,99.86413204932632,9.985913093743266,112.62971175166297,835.370288248337
29,2,1,4,453.0,948.0,0,3,40613.0,95.31891795942826,9.224088816849664,114.0,834.0
29,2,1,4,453.0,948.0,1,1,164139.0,99.19769003082438,9.998891617451864,387.3954248366013,560.6045751633987
29,2,1,4,453.0,948.0,1,2,144946.0,99.93000522333692,9.976491397041563,404.38709677419354,543.6129032258065
29,2,1,4,453.0,948.0,1,3,5566.0,99.81589520587347,8.96974004154843,419.84615384615387,528.1538461538462
30,1,3,8,425.0,730.0,0,1,1124317.0,99.81276698274787,9.987827412460843,102.06280193236715,627.9371980676328
30,1,3,8,425.0,730.0,0,2,1019838.0,99.80210551915336,9.982493876604993,81.31005586592178,648.6899441340782
30,1,3,8,425.0,730.0,0,3,52848.0,97.875719063818,9.239235702253517,80.21052631578948,649.7894736842105
30,1,3,8,425.0,730.0,1,1,183853.0,99.63985594421705,9.976555592980452,337.2866894197952,392.7133105802048
30,1,3,8,425.0,730.0,1,2,225615.0,99.3015018823616,9.997531630525335,333.7521865889213,396.2478134110787
30,1,3,8,425.0,730.0,1,3,6432.0,96.52426535621206,8.673489702617536,367.1111111111111,362.8888888888889
30,2,1,4,453.0,948.0,0,1,24435.0,97.05766461712346,9.867611660097271,160.13333333333333,787.8666666666667
30,2,1,4,453.0,948.0,0,2,19548.0,56.94373259202143,8.92648973404285,331.1666666666667,616.8333333333334
31,1,3,8,425.0,730.0,0,1,66420.0,83.7279590943449,9.163648290780626,780.5333333333333,-50.53333333333333
31,1,3,8,425.0,730.0,0,2,61992.0,98.44824749460705,9.600703092571656,1001.3571428571429,-271.35714285714283
31,3,2,0,378.0,770.0,0,1,963012.0,99.85770166335364,9.984343052806484,100.67069486404834,669.3293051359517
31,3,2,0,378.0,770.0,0,2,1024808.0,99.8951624967753,9.96744045462136,104.22752808988764,665.7724719101124
31,3,2,0,378.0,770.0,0,3,35162.0,96.81431887944969,9.41200603676612,93.07692307692308,676.9230769230769
31,3,2,0,378.0,770.0,1,1,182481.0,99.80164394494946,9.99834208176435,330.27659574468083,439.72340425531917
31,3,2,0,378.0,770.0,1,2,170604.0,99.00814553433804,9.958781339161485,373.96802325581393,396.03197674418607
31,3,2,0,378.0,770.0,1,3,6985.0,96.28789367929852,9.671917279904582,402.93333333333334,367.06666666666666
32,3,0,5,265.0,590.0,0,1,749638.0,99.49722749217352,9.913180888839957,77.0446735395189,512.955326460481
32,3,0,5,265.0,590.0,0,2,655673.0,99.79734036509709,9.85980239832957,78.73476702508961,511.2652329749104
32,3,0,5,265.0,590.0,0,3,18284.0,98.2915810144732,8.284635228024124,87.42857142857143,502.57142857142856
32,3,0,5,265.0,590.0,1,1,233873.0,99.99772090918324,9.971304467360412,292.4313253012048,297.5686746987952
32,3,0,5,265.0,590.0,1,2,237501.0,99.91161695537164,9.994768472410202,294.64858490566036,295.35141509433964
32,3,0,5,265.0,590.0,1,3,12017.0,97.75038737117072,8.276018832966868,284.14285714285717,305.85714285714283
32,3,2,0,378.0,770.0,1,1,8985.0,94.55581995719064,9.861151369361586,216.93333333333334,553.0666666666667
32,3,2,0,378.0,770.0,1,2,6589.0,92.11086569810968,9.543414345363274,320.3636363636364,449.6363636363636
33,1,3,6,322.0,642.0,0,1,1001185.0,99.8413337457508,9.999811241012548,98.71301775147928,543.2869822485208
33,1,3,6,322.0,642.0,0,2,1003483.0,99.52161118911653,9.958170428923848,82.22118380062305,559.7788161993769
33,1,3,6,322.0,642.0,0,3,39935.0,98.41675038806036,9.689957585472175,94.38461538461539,547.6153846153846
33,1,3,6,322.0,642.0,1,1,194817.0,99.99653810691524,9.994644003235445,350.9569892473118,291.0430107526882
33,1,3,6,322.0,642.0,1,2,194284.0,99.6626352627083,9.990571514457908,309.89620253164554,332.10379746835446
33,1,3,6,322.0,642.0,1,3,8477.0,86.83022677744303,9.831167574398448,278.46666666666664,363.53333333333336
33,3,0,5,265.0,590.0,1,1,9060.0,95.31139259440948,9.303633383312722,732.9166666666666,-142.91666666666666
34,1,3,6,322.0,642.0,0,1,46710.0,97.77859859078424,9.129586599515983,394.53333333333336,247.46666666666667
34,1,3,6,322.0,642.0,0,2,6228.0,24.521428969908445,5.859925182203385,479.0,163.0
