weight_0,threshold,accuracy,f1_macro,f1_weighted,precision_0,recall_0,precision_1,recall_1
2,0.2,0.8020833333333334,0.49206349206349204,0.7345679012345678,0.42857142857142855,0.05357142857142857,0.8113879003558719,0.9827586206896551
2,0.25,0.8055555555555556,0.5331171838814266,0.7510678812207296,0.5,0.10714285714285714,0.8188405797101449,0.9741379310344828
2,0.3,0.7881944444444444,0.5324550898203593,0.7437702373031715,0.3684210526315789,0.125,0.8178438661710037,0.9482758620689655
2,0.35000000000000003,0.8020833333333334,0.6066610758356296,0.7760912104149196,0.4827586206896552,0.25,0.8378378378378378,0.9353448275862069
2,0.4,0.7847222222222222,0.59899389148401,0.7657703517387312,0.4166666666666667,0.26785714285714285,0.8373015873015873,0.9094827586206896
2,0.45,0.7881944444444444,0.6394014655473224,0.7809558670926926,0.44680851063829785,0.375,0.8547717842323651,0.8879310344827587
2,0.5,0.78125,0.6484742807323453,0.7804998546934031,0.43636363636363634,0.42857142857142855,0.8626609442060086,0.8663793103448276
2,0.55,0.7777777777777778,0.6711390236939766,0.7855806134424461,0.4411764705882353,0.5357142857142857,0.8818181818181818,0.8362068965517241
2,0.6000000000000001,0.7708333333333334,0.6756756756756757,0.7830330330330331,0.4342105263157895,0.5892857142857143,0.8915094339622641,0.8146551724137931
2,0.6500000000000001,0.7743055555555556,0.688741831967145,0.7884717349576102,0.4444444444444444,0.6428571428571429,0.9033816425120773,0.8060344827586207
2,0.7000000000000001,0.7638888888888888,0.6908310179338217,0.782675198563049,0.43478260869565216,0.7142857142857143,0.9183673469387755,0.7758620689655172
2,0.7500000000000001,0.7569444444444444,0.6897888841016803,0.7779932021638182,0.42857142857142855,0.75,0.9263157894736842,0.7586206896551724
2,0.8,0.7430555555555556,0.6890756302521008,0.7682461873638344,0.41964285714285715,0.8392857142857143,0.9488636363636364,0.7198275862068966
2,0.8500000000000001,0.7326388888888888,0.6839900249376558,0.7597617068440011,0.4117647058823529,0.875,0.9585798816568047,0.6982758620689655
2,0.9000000000000001,0.7152777777777778,0.674441687344913,0.7449039610329933,0.4,0.9285714285714286,0.9746835443037974,0.6637931034482759
2,0.9500000000000001,0.6979166666666666,0.6644120916652156,0.7292121488108791,0.3900709219858156,0.9821428571428571,0.9931972789115646,0.6293103448275862
3,0.05,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
3,0.1,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
3,0.15000000000000002,0.8090277777777778,0.48070681572304363,0.733040830227992,0.6666666666666666,0.03571428571428571,0.8105263157894737,0.9956896551724138
3,0.2,0.7951388888888888,0.47424115845168474,0.725254494260342,0.2857142857142857,0.03571428571428571,0.8078291814946619,0.978448275862069
3,0.25,0.8055555555555556,0.5331171838814266,0.7510678812207296,0.5,0.10714285714285714,0.8188405797101449,0.9741379310344828
3,0.3,0.8055555555555556,0.5658447291913428,0.7629900817151812,0.5,0.16071428571428573,0.825925925925926,0.9612068965517241
3,0.35000000000000003,0.7881944444444444,0.5790583443153229,0.7603783129001771,0.41379310344827586,0.21428571428571427,0.8301158301158301,0.9267241379310345
3,0.4,0.7743055555555556,0.5903271692745378,0.7581002054686264,0.38461538461538464,0.26785714285714285,0.8353413654618473,0.896551724137931
3,0.45,0.7881944444444444,0.6499212880856067,0.7843747439925429,0.45098039215686275,0.4107142857142857,0.8607594936708861,0.8793103448275862
3,0.5,0.78125,0.6532043808176762,0.7819816892524705,0.43859649122807015,0.44642857142857145,0.8658008658008658,0.8620689655172413
3,0.55,0.7743055555555556,0.6640284283637539,0.781657364035009,0.43283582089552236,0.5178571428571429,0.8778280542986425,0.8362068965517241
3,0.6000000000000001,0.78125,0.6887554678788919,0.792443605798096,0.4533333333333333,0.6071428571428571,0.8967136150234741,0.8232758620689655
3,0.6500000000000001,0.7743055555555556,0.688741831967145,0.7884717349576102,0.4444444444444444,0.6428571428571429,0.9033816425120773,0.8060344827586207
3,0.7000000000000001,0.7534722222222222,0.6786067931408453,0.7734004299633083,0.41935483870967744,0.6964285714285714,0.9128205128205128,0.7672413793103449
3,0.7500000000000001,0.7604166666666666,0.6954716113707762,0.7814139401833831,0.43434343434343436,0.7678571428571429,0.9312169312169312,0.7586206896551724
3,0.8,0.7430555555555556,0.6845844186597205,0.76757570973768,0.4166666666666667,0.8035714285714286,0.9388888888888889,0.728448275862069
3,0.8500000000000001,0.7291666666666666,0.6788471435923829,0.7565334248298736,0.4067796610169492,0.8571428571428571,0.9529411764705882,0.6982758620689655
3,0.9000000000000001,0.71875,0.6756350894756601,0.747903891878363,0.4015748031496063,0.9107142857142857,0.968944099378882,0.6724137931034483
3,0.9500000000000001,0.7083333333333334,0.6735575106601177,0.7386696892823087,0.39855072463768115,0.9821428571428571,0.9933333333333333,0.6422413793103449
4,0.05,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
4,0.1,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
4,0.15000000000000002,0.8125,0.48235920649713754,0.7349886832645454,1.0,0.03571428571428571,0.8111888111888111,1.0
4,0.2,0.7986111111111112,0.47583783105309396,0.7272010933991604,0.3333333333333333,0.03571428571428571,0.8085106382978723,0.9827586206896551
4,0.25,0.8090277777777778,0.5472086441986108,0.7576203679882609,0.5384615384615384,0.125,0.8218181818181818,0.9741379310344828
4,0.3,0.8090277777777778,0.578443113772455,0.768973164781548,0.5263157894736842,0.17857142857142858,0.828996282527881,0.9612068965517241
4,0.35000000000000003,0.7916666666666666,0.564516129032258,0.7567204301075269,0.4166666666666667,0.17857142857142858,0.8257575757575758,0.9396551724137931
4,0.4,0.78125,0.5888977002379064,0.7607454401268834,0.4,0.25,0.83399209486166,0.9094827586206896
4,0.45,0.7881944444444444,0.6394014655473224,0.7809558670926926,0.44680851063829785,0.375,0.8547717842323651,0.8879310344827587
4,0.5,0.7881944444444444,0.6596338273757628,0.7874681132745649,0.45454545454545453,0.44642857142857145,0.8669527896995708,0.8706896551724138
4,0.55,0.7743055555555556,0.6557747825607267,0.7792151142003118,0.42857142857142855,0.48214285714285715,0.8711111111111111,0.8448275862068966
4,0.6000000000000001,0.7638888888888888,0.6584821428571428,0.7744295634920635,0.4166666666666667,0.5357142857142857,0.8796296296296297,0.8189655172413793
4,0.6500000000000001,0.78125,0.6983190063681559,0.7949802969589146,0.4567901234567901,0.6607142857142857,0.9082125603864735,0.8103448275862069
4,0.7000000000000001,0.7708333333333334,0.6972284166932143,0.7884570457682915,0.4444444444444444,0.7142857142857143,0.9191919191919192,0.7844827586206896
4,0.7500000000000001,0.7465277777777778,0.6829102755531424,0.769706247580552,0.4174757281553398,0.7678571428571429,0.9297297297297298,0.7413793103448276
4,0.8,0.7465277777777778,0.6876958956609576,0.7705311856814405,0.4205607476635514,0.8035714285714286,0.9392265193370166,0.7327586206896551
4,0.8500000000000001,0.7326388888888888,0.6839900249376558,0.7597617068440011,0.4117647058823529,0.875,0.9585798816568047,0.6982758620689655
4,0.9000000000000001,0.7256944444444444,0.6836440996120636,0.7541284871406257,0.4094488188976378,0.9285714285714286,0.9751552795031055,0.6767241379310345
4,0.9500000000000001,0.7048611111111112,0.6688266886727363,0.735585197611199,0.39416058394160586,0.9642857142857143,0.9867549668874173,0.6422413793103449
5,0.05,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
5,0.1,0.8090277777777778,0.46455734712503804,0.7270110085747445,1.0,0.017857142857142856,0.8083623693379791,1.0
5,0.15000000000000002,0.8090277777777778,0.48070681572304363,0.733040830227992,0.6666666666666666,0.03571428571428571,0.8105263157894737,0.9956896551724138
5,0.2,0.7986111111111112,0.490234375,0.7325303819444444,0.375,0.05357142857142857,0.8107142857142857,0.978448275862069
5,0.25,0.7986111111111112,0.5164427975914775,0.7421774484071845,0.4166666666666667,0.08928571428571429,0.8152173913043478,0.9698275862068966
5,0.3,0.8090277777777778,0.5686157030420218,0.7654181456164082,0.5294117647058824,0.16071428571428573,0.8265682656826568,0.9655172413793104
5,0.35000000000000003,0.7916666666666666,0.589938300901756,0.7657016294890049,0.43333333333333335,0.23214285714285715,0.8333333333333334,0.9267241379310345
5,0.4,0.78125,0.5960729312762973,0.7632071061243572,0.40540540540540543,0.26785714285714285,0.8366533864541833,0.9051724137931034
5,0.45,0.7777777777777778,0.6245110821382008,0.7711140084021441,0.4166666666666667,0.35714285714285715,0.85,0.8793103448275862
5,0.5,0.7847222222222222,0.6564039408866995,0.7847222222222222,0.44642857142857145,0.44642857142857145,0.8663793103448276,0.8663793103448276
5,0.55,0.7708333333333334,0.656820972051708,0.777701547868371,0.42424242424242425,0.5,0.8738738738738738,0.8362068965517241
5,0.6000000000000001,0.7638888888888888,0.6622283546050363,0.7754704687440114,0.4189189189189189,0.5535714285714286,0.883177570093458,0.8146551724137931
5,0.6500000000000001,0.7743055555555556,0.688741831967145,0.7884717349576102,0.4444444444444444,0.6428571428571429,0.9033816425120773,0.8060344827586207
5,0.7000000000000001,0.7708333333333334,0.6944444444444444,0.7878086419753086,0.4431818181818182,0.6964285714285714,0.915,0.7887931034482759
5,0.7500000000000001,0.75,0.6860274968203016,0.7726364242020471,0.4215686274509804,0.7678571428571429,0.9301075268817204,0.7456896551724138
5,0.8,0.7430555555555556,0.6868645312959154,0.7679269925229373,0.41818181818181815,0.8214285714285714,0.9438202247191011,0.7241379310344828
5,0.8500000000000001,0.7326388888888888,0.6839900249376558,0.7597617068440011,0.4117647058823529,0.875,0.9585798816568047,0.6982758620689655
5,0.9000000000000001,0.7291666666666666,0.6867295141406816,0.7571912013536379,0.4126984126984127,0.9285714285714286,0.9753086419753086,0.6810344827586207
5,0.9500000000000001,0.7083333333333334,0.671875,0.7387152777777778,0.39705882352941174,0.9642857142857143,0.9868421052631579,0.646551724137931
6,0.05,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
6,0.1,0.8090277777777778,0.46455734712503804,0.7270110085747445,1.0,0.017857142857142856,0.8083623693379791,1.0
6,0.15000000000000002,0.8055555555555556,0.4790697674418605,0.7310938845822567,0.5,0.03571428571428571,0.8098591549295775,0.9913793103448276
6,0.2,0.7986111111111112,0.47583783105309396,0.7272010933991604,0.3333333333333333,0.03571428571428571,0.8085106382978723,0.9827586206896551
6,0.25,0.8090277777777778,0.5355247338943788,0.7533371127336468,0.5454545454545454,0.10714285714285714,0.8194945848375451,0.978448275862069
6,0.3,0.7986111111111112,0.5503391838053193,0.7545254417764378,0.4444444444444444,0.14285714285714285,0.8222222222222222,0.9568965517241379
6,0.35000000000000003,0.7951388888888888,0.5762065095398429,0.7623519142037661,0.44,0.19642857142857142,0.8288973384030418,0.9396551724137931
6,0.4,0.7777777777777778,0.5860582105641394,0.7582145566335289,0.3888888888888889,0.25,0.8333333333333334,0.9051724137931034
6,0.45,0.78125,0.6275785627783822,0.7737740922432726,0.425531914893617,0.35714285714285715,0.8506224066390041,0.8836206896551724
6,0.5,0.7881944444444444,0.668622088088277,0.7902679535142046,0.4576271186440678,0.48214285714285715,0.8733624454148472,0.8620689655172413
6,0.55,0.7743055555555556,0.6640284283637539,0.781657364035009,0.43283582089552236,0.5178571428571429,0.8778280542986425,0.8362068965517241
6,0.6000000000000001,0.7708333333333334,0.6685267857142857,0.781063988095238,0.4305555555555556,0.5535714285714286,0.8842592592592593,0.8232758620689655
6,0.6500000000000001,0.78125,0.6983190063681559,0.7949802969589146,0.4567901234567901,0.6607142857142857,0.9082125603864735,0.8103448275862069
6,0.7000000000000001,0.7708333333333334,0.6944444444444444,0.7878086419753086,0.4431818181818182,0.6964285714285714,0.915,0.7887931034482759
6,0.7500000000000001,0.7465277777777778,0.6829102755531424,0.769706247580552,0.4174757281553398,0.7678571428571429,0.9297297297297298,0.7413793103448276
6,0.8,0.7534722222222222,0.6962521724921642,0.7768180025120859,0.42990654205607476,0.8214285714285714,0.9447513812154696,0.7370689655172413
6,0.8500000000000001,0.7395833333333334,0.6921980762379765,0.7660016625103907,0.42016806722689076,0.8928571428571429,0.9644970414201184,0.7025862068965517
6,0.9000000000000001,0.7256944444444444,0.6836440996120636,0.7541284871406257,0.4094488188976378,0.9285714285714286,0.9751552795031055,0.6767241379310345
6,0.9500000000000001,0.7013888888888888,0.6640625,0.7324942129629629,0.3897058823529412,0.9464285714285714,0.9802631578947368,0.6422413793103449
8,0.05,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
8,0.1,0.8090277777777778,0.46455734712503804,0.7270110085747445,1.0,0.017857142857142856,0.8083623693379791,1.0
8,0.15000000000000002,0.8020833333333334,0.4774470794206589,0.7291474348771819,0.4,0.03571428571428571,0.8091872791519434,0.9870689655172413
8,0.2,0.7986111111111112,0.47583783105309396,0.7272010933991604,0.3333333333333333,0.03571428571428571,0.8085106382978723,0.9827586206896551
8,0.25,0.8055555555555556,0.520855614973262,0.7465636759754406,0.5,0.08928571428571429,0.8165467625899281,0.978448275862069
8,0.3,0.7951388888888888,0.5477844311377246,0.7521712131292969,0.42105263157894735,0.14285714285714285,0.8215613382899628,0.9525862068965517
8,0.35000000000000003,0.8020833333333334,0.5988171753952931,0.7733286085518545,0.48148148148148145,0.23214285714285715,0.8352490421455939,0.9396551724137931
8,0.4,0.7951388888888888,0.6149994335561346,0.7759362058331131,0.45714285714285713,0.2857142857142857,0.841897233201581,0.9181034482758621
8,0.45,0.78125,0.6275785627783822,0.7737740922432726,0.425531914893617,0.35714285714285715,0.8506224066390041,0.8836206896551724
8,0.5,0.7951388888888888,0.6794869376591531,0.7971444140547226,0.4745762711864407,0.5,0.8777292576419214,0.8663793103448276
8,0.55,0.7847222222222222,0.6736842105263158,0.7900097465886939,0.453125,0.5178571428571429,0.8794642857142857,0.8491379310344828
8,0.6000000000000001,0.7777777777777778,0.6785714285714286,0.7876984126984126,0.4444444444444444,0.5714285714285714,0.8888888888888888,0.8275862068965517
8,0.6500000000000001,0.7743055555555556,0.6822756665931193,0.7867741211569178,0.44155844155844154,0.6071428571428571,0.8957345971563981,0.8146551724137931
8,0.7000000000000001,0.7638888888888888,0.6908310179338217,0.782675198563049,0.43478260869565216,0.7142857142857143,0.9183673469387755,0.7758620689655172
8,0.7500000000000001,0.75,0.6860274968203016,0.7726364242020471,0.4215686274509804,0.7678571428571429,0.9301075268817204,0.7456896551724138
8,0.8,0.7465277777777778,0.689980092899801,0.7708938533756052,0.42201834862385323,0.8214285714285714,0.9441340782122905,0.728448275862069
8,0.8500000000000001,0.7361111111111112,0.6850103615012664,0.7625425333230997,0.41379310344827586,0.8571428571428571,0.9534883720930233,0.7068965517241379
8,0.9000000000000001,0.7326388888888888,0.6898244632491782,0.7602481914042163,0.416,0.9285714285714286,0.9754601226993865,0.6853448275862069
8,0.9500000000000001,0.71875,0.6827633099884409,0.7480587475351874,0.4074074074074074,0.9821428571428571,0.9934640522875817,0.6551724137931034
10,0.05,0.8055555555555556,0.4461538461538462,0.7188034188034188,0.0,0.0,0.8055555555555556,1.0
10,0.1,0.8090277777777778,0.46455734712503804,0.7270110085747445,1.0,0.017857142857142856,0.8083623693379791,1.0
10,0.15000000000000002,0.8125,0.48235920649713754,0.7349886832645454,1.0,0.03571428571428571,0.8111888111888111,1.0
10,0.2,0.8020833333333334,0.49206349206349204,0.7345679012345678,0.42857142857142855,0.05357142857142857,0.8113879003558719,0.9827586206896551
10,0.25,0.8020833333333334,0.5307435039876511,0.748806563187834,0.46153846153846156,0.10714285714285714,0.8181818181818182,0.9698275862068966
10,0.3,0.7986111111111112,0.5503391838053193,0.7545254417764378,0.4444444444444444,0.14285714285714285,0.8222222222222222,0.9568965517241379
10,0.35000000000000003,0.7881944444444444,0.5790583443153229,0.7603783129001771,0.41379310344827586,0.21428571428571427,0.8301158301158301,0.9267241379310345
10,0.4,0.7847222222222222,0.5917695473251029,0.7632830361225422,0.4117647058823529,0.25,0.8346456692913385,0.9137931034482759
10,0.45,0.7847222222222222,0.6306775874906925,0.7764402526130003,0.43478260869565216,0.35714285714285715,0.8512396694214877,0.8879310344827587
10,0.5,0.78125,0.6484742807323453,0.7804998546934031,0.43636363636363634,0.42857142857142855,0.8626609442060086,0.8663793103448276
10,0.55,0.78125,0.6704386522568341,0.7872218690400508,0.4461538461538462,0.5178571428571429,0.8789237668161435,0.8448275862068966
10,0.6000000000000001,0.7743055555555556,0.6717114146923171,0.7838640158844288,0.43661971830985913,0.5535714285714286,0.8847926267281107,0.8275862068965517
10,0.6500000000000001,0.7708333333333334,0.6790707097994192,0.7839422795524639,0.4358974358974359,0.6071428571428571,0.8952380952380953,0.8103448275862069
10,0.7000000000000001,0.7569444444444444,0.6817378125789341,0.7762832926384329,0.42391304347826086,0.6964285714285714,0.9132653061224489,0.771551724137931
10,0.7500000000000001,0.7569444444444444,0.6947489552419599,0.7789520790853236,0.43137254901960786,0.7857142857142857,0.9354838709677419,0.75
10,0.8,0.75,0.6931091641013498,0.7738574473123372,0.42592592592592593,0.8214285714285714,0.9444444444444444,0.7327586206896551
10,0.8500000000000001,0.7395833333333334,0.6881091617933723,0.765540394195365,0.41739130434782606,0.8571428571428571,0.953757225433526,0.7112068965517241
10,0.9000000000000001,0.7326388888888888,0.6898244632491782,0.7602481914042163,0.416,0.9285714285714286,0.9754601226993865,0.6853448275862069
10,0.9500000000000001,0.7152777777777778,0.6796875,0.7449363425925927,0.40441176470588236,0.9821428571428571,0.993421052631579,0.6508620689655172
